Budget,Budget Tolerance,Communication,Average Team Experience,Team Size,Deadline,Cost,Days Taken,Budget Success,Deadline Success,Team Success,Success
3600000,1.42,0,4.13,6,519,1316615,645,1,0,0,0
9000000,1.24,2,9.94,5,999,2349447,679,1,1,0,1
4900000,1.26,4,5.54,16,624,3230383,443,1,1,0,0
3800000,1.49,4,9.04,16,601,4492052,484,1,1,0,1
5300000,1.0,1,13.88,18,827,19746023,1148,0,0,0,0
8100000,1.5,1,11.64,9,739,2791619,407,1,1,0,0
9000000,1.32,0,8.1,6,512,1781320,531,1,0,0,0
4000000,1.17,0,9.02,2,412,406529,343,1,1,0,1
8400000,1.19,4,5.06,7,583,964827,319,1,1,0,0
1300000,1.15,3,3.5,4,690,784512,683,1,1,0,1
5600000,1.19,0,8.49,6,272,1239351,348,1,0,0,0
8400000,1.16,4,6.45,12,464,3618795,606,1,0,0,0
3600000,1.49,3,14.18,19,523,6278388,374,0,1,1,0
9300000,1.05,0,14.02,11,856,9880638,1090,0,0,0,0
7100000,1.35,3,12.32,15,742,12904781,1082,0,0,0,0
3100000,1.09,0,12.12,20,845,13700168,919,0,0,0,0
8000000,1.22,1,12.48,17,730,8913935,660,1,1,0,1
2300000,1.36,2,11.58,4,454,817563,243,1,1,0,0
3700000,1.4,3,2.46,2,498,180358,359,1,1,0,0
4400000,1.38,2,6.83,5,769,2668463,1134,1,0,0,0
700000,1.1,1,2.94,7,379,709827,351,1,1,0,1
4000000,1.27,4,11.79,10,773,9366479,1111,0,0,1,0
7400000,1.15,0,9.12,18,265,4142109,391,1,0,0,0
7400000,1.14,0,6.52,10,994,3867762,841,1,1,0,0
1200000,1.05,4,5.51,5,685,923214,434,1,1,0,1
3300000,1.25,0,11.85,10,426,3311316,470,1,0,0,0
3700000,1.31,2,5.59,3,350,588289,468,1,0,0,0
2500000,1.06,2,13.8,18,544,5676568,360,0,1,0,0
2800000,1.26,3,6.29,6,488,1881715,655,1,0,0,0
2000000,1.12,2,15.4,10,892,13786937,1268,0,0,0,0
2800000,1.47,1,14.16,2,311,717571,425,1,0,0,0
300000,1.15,3,5.48,17,752,5452108,716,0,1,0,0
9300000,1.25,3,4.0,14,671,4527909,960,1,0,0,0
7100000,1.12,4,7.91,16,201,2711102,299,1,0,0,0
7700000,1.25,3,5.67,8,399,1234341,379,1,1,0,1
2300000,1.16,2,15.68,16,251,4426654,305,0,0,0,0
8000000,1.29,2,7.54,10,654,4561052,794,1,0,0,0
4000000,1.32,2,8.8,18,962,14091897,1177,0,0,0,0
4100000,1.04,4,13.38,3,324,1004980,435,1,0,1,0
6500000,1.44,4,8.86,13,946,9878240,1223,0,0,0,0
7100000,1.3,3,2.39,17,912,4816383,1188,1,0,0,0
9000000,1.26,3,5.38,19,570,3313913,382,1,1,0,0
9600000,1.45,3,14.86,4,928,3183124,874,1,1,1,1
9100000,1.01,1,1.0,17,989,4309056,1358,1,0,0,0
8100000,1.05,0,9.16,2,740,1073247,899,1,0,0,0
8200000,1.36,2,13.12,5,748,5200684,1110,1,0,0,0
7700000,1.18,0,10.48,19,644,10334440,703,0,0,0,0
9000000,1.19,1,10.4,10,896,3561425,488,1,1,0,1
4100000,1.18,3,14.23,6,783,3674293,746,1,1,1,1
2600000,1.04,4,12.15,9,813,3801662,542,0,1,1,0
4500000,1.42,2,3.36,11,723,1535940,434,1,1,0,0
1000000,1.48,4,12.04,20,735,13581959,851,0,0,1,0
1300000,1.2,1,10.2,3,584,1163098,551,1,1,0,0
2600000,1.12,1,6.13,11,283,1770387,334,1,0,0,0
600000,1.22,3,2.91,15,357,1184259,314,0,1,0,0
2700000,1.44,3,1.9,7,934,940006,623,1,1,0,0
9900000,1.31,0,15.62,17,959,16947277,1025,0,0,0,0
2200000,1.02,1,1.72,2,288,116106,306,1,0,0,0
7100000,1.26,2,8.62,15,715,8272391,920,1,0,0,0
3500000,1.02,0,2.86,16,403,2201997,550,1,0,0,0
3000000,1.27,2,1.73,18,704,2671126,747,1,0,0,0
9500000,1.43,3,4.73,16,359,1989852,339,1,1,0,0
9500000,1.36,3,10.4,4,584,1215257,459,1,1,0,0
9700000,1.0,3,2.5,3,492,475194,598,1,0,0,0
2000000,1.06,4,11.57,19,578,9018729,615,0,0,1,0
1300000,1.42,0,2.53,15,885,4977909,1286,0,0,0,0
5800000,1.08,2,13.94,3,698,1924876,651,1,1,0,0
2000000,1.5,1,9.51,10,871,6486022,961,0,0,0,0
6500000,1.35,1,8.85,3,748,702807,421,1,1,0,1
2400000,1.07,2,8.27,6,762,2512612,737,1,1,0,0
5900000,1.4,2,5.96,13,525,2680982,497,1,1,0,0
8100000,1.21,1,1.58,4,648,600823,714,1,0,0,0
5200000,1.31,2,14.98,11,415,3800196,385,1,1,0,0
8600000,1.39,2,4.61,11,900,5004258,1322,1,0,0,0
2700000,1.11,2,9.67,4,941,1474943,545,1,1,0,0
8100000,1.17,3,8.93,10,616,5700316,842,1,0,0,0
8600000,1.29,2,2.46,20,523,2230657,431,1,1,0,1
4900000,1.35,0,11.31,20,550,6504698,420,1,1,0,0
2600000,1.19,0,14.54,18,497,11178838,734,0,0,0,0
200000,1.05,2,10.18,9,949,6632320,1095,0,0,0,0
8800000,1.14,3,3.57,5,615,1070334,717,1,0,0,0
2600000,1.13,1,11.71,3,297,502248,225,1,1,0,0
4800000,1.08,3,10.14,4,970,3278455,1279,1,0,0,0
3800000,1.08,2,7.86,7,840,3356311,851,1,0,0,0
8000000,1.13,1,14.2,17,878,19435543,1306,0,0,0,0
700000,1.26,4,14.33,18,285,3677131,236,0,1,1,0
1600000,1.44,3,13.41,9,415,2728535,322,0,1,1,0
4700000,1.39,4,10.68,7,813,3568170,663,1,1,1,1
5500000,1.47,1,5.33,6,993,2402020,955,1,1,0,0
1800000,1.01,2,6.31,12,833,3719810,610,0,1,0,0
500000,1.46,2,13.16,7,844,6819621,1241,0,0,0,0
800000,1.17,1,5.47,14,449,2350700,448,0,1,0,0
2600000,1.02,1,7.21,17,891,10951342,1151,0,0,0,0
9300000,1.45,2,6.61,10,773,2812843,577,1,1,0,0
9700000,1.25,4,4.27,12,222,1178702,286,1,0,0,0
8900000,1.21,0,3.05,5,855,1457984,1069,1,0,0,0
5000000,1.39,0,2.79,3,368,262440,303,1,1,0,0
2600000,1.28,0,15.95,4,936,2999812,763,1,1,0,1
2600000,1.17,0,8.2,7,466,2122652,552,1,0,0,0
8000000,1.43,0,14.84,18,344,4300610,248,1,1,0,0
5200000,1.44,3,13.7,19,260,6591225,362,1,0,1,0
6600000,1.49,4,14.27,20,239,3257941,186,1,1,1,1
2900000,1.39,2,2.3,15,459,2377414,634,1,0,0,0
1000000,1.16,3,15.07,20,994,21481540,1111,0,0,1,0
6600000,1.27,3,14.13,17,946,8285056,573,1,1,1,1
4000000,1.04,3,6.45,4,954,1717636,982,1,0,0,0
4400000,1.04,2,7.03,14,530,2871156,364,1,1,0,1
400000,1.32,1,4.25,7,852,2464440,1084,0,0,0,0
6000000,1.43,1,3.44,15,842,6058350,1237,1,0,0,0
3500000,1.27,4,3.41,19,305,1710633,286,1,1,0,0
7800000,1.03,2,2.69,19,739,3846411,862,1,0,0,0
9000000,1.16,4,6.81,2,201,282025,273,1,0,0,0
4800000,1.11,0,15.86,9,609,8098384,813,0,0,0,0
7900000,1.36,3,7.25,20,841,8211121,775,1,1,0,1
7200000,1.18,2,8.37,5,930,3258654,1181,1,0,0,0
7000000,1.47,3,1.57,9,221,260460,160,1,1,0,0
4000000,1.44,4,1.67,4,466,492779,637,1,0,0,0
3500000,1.13,4,4.05,16,660,3696277,745,1,0,0,0
6500000,1.44,4,9.48,15,686,6455516,671,1,1,0,0
3400000,1.48,1,4.3,11,882,2590451,674,1,1,0,1
5700000,1.44,2,6.77,20,432,2475745,252,1,1,0,0
9500000,1.06,1,13.6,9,617,5686463,809,1,0,0,0
3600000,1.18,3,8.94,19,772,14414866,1123,0,0,0,0
7500000,1.15,4,6.35,14,396,3062298,493,1,0,0,0
6700000,1.32,4,13.06,13,672,5869996,517,1,1,1,1
4600000,1.26,1,6.97,9,249,624544,124,1,1,0,1
4800000,1.06,4,13.1,18,283,4507930,284,1,0,1,0
8500000,1.38,0,2.12,12,324,619687,246,1,1,0,0
500000,1.45,4,2.97,14,864,2650874,638,0,1,0,0
5600000,1.38,2,11.34,9,614,3819623,620,1,0,0,0
7900000,1.33,3,7.52,3,412,386229,245,1,1,0,1
8900000,1.24,4,13.06,6,300,1736861,323,1,0,1,0
5000000,1.42,0,13.52,19,675,10340586,657,0,1,0,0
7900000,1.02,2,14.68,13,659,6286479,490,1,1,0,1
3400000,1.27,4,10.1,9,966,5725261,1029,0,0,1,0
1800000,1.46,3,13.28,15,615,7315797,609,0,1,1,0
2700000,1.1,1,7.5,11,682,3830385,593,0,1,0,0
7200000,1.11,1,11.38,4,326,832972,274,1,1,0,0
1800000,1.14,0,2.19,17,985,5099473,1299,0,0,0,0
5900000,1.37,2,5.82,18,854,10735238,1269,0,0,0,0
6100000,1.21,1,13.5,10,281,2449542,299,1,0,0,0
500000,1.5,3,2.48,13,312,1230090,405,0,0,0,0
2200000,1.45,1,14.33,14,551,6567441,508,0,1,0,0
6400000,1.06,2,2.33,20,455,2250008,502,1,0,0,0
7000000,1.49,0,7.03,2,798,583523,641,1,1,0,1
1400000,1.19,2,10.24,16,973,9704129,972,0,1,0,0
2100000,1.24,1,12.65,15,328,3262465,251,0,1,0,0
4500000,1.44,1,2.35,16,711,2123834,523,1,1,0,1
8600000,1.26,2,6.75,7,471,1021465,287,1,1,0,0
100000,1.26,0,14.6,3,468,1434732,562,0,0,0,0
9600000,1.06,0,11.17,6,943,5299685,1270,1,0,0,0
5600000,1.43,2,14.89,18,992,21177649,1215,0,0,0,0
9500000,1.43,2,15.7,14,829,9378399,731,1,1,0,1
2300000,1.12,1,1.34,5,604,768691,844,1,0,0,0
6400000,1.38,1,15.66,12,623,4975447,441,1,1,0,1
8000000,1.44,2,9.77,2,547,770798,568,1,0,0,0
100000,1.04,2,11.53,2,979,1201329,785,0,1,0,0
6900000,1.03,3,12.87,5,853,5469026,1263,1,0,1,0
500000,1.0,4,1.08,20,322,575017,162,0,1,0,0
3600000,1.44,3,9.44,20,373,6187403,468,0,0,0,0
8000000,1.35,0,7.59,14,710,5030103,651,1,1,0,0
3400000,1.0,4,7.46,16,767,3065847,384,1,1,0,1
9400000,1.37,4,5.31,16,921,3527360,567,1,1,0,1
5700000,1.05,1,5.66,10,563,2693965,592,1,0,0,0
3700000,1.06,3,10.93,7,545,4331964,816,0,0,0,0
4600000,1.34,1,6.13,13,311,1535528,279,1,1,0,1
4900000,1.28,3,12.17,15,791,12745666,1115,0,0,0,0
100000,1.2,0,1.92,7,948,1118114,701,0,1,0,0
8200000,1.43,3,4.51,4,917,1396241,1060,1,0,0,0
5800000,1.25,2,4.07,20,227,1558081,206,1,1,0,1
1900000,1.31,4,6.78,3,356,550982,340,1,1,0,0
8100000,1.13,0,6.7,3,848,818554,607,1,1,0,1
6100000,1.41,0,13.71,6,650,4128634,786,1,0,0,0
1900000,1.42,2,14.33,6,805,5819885,961,0,0,0,0
3800000,1.22,0,2.0,6,500,946203,682,1,0,0,0
8400000,1.15,0,8.77,16,843,7035528,701,1,1,0,1
4500000,1.42,2,5.13,14,428,1350457,256,1,1,0,0
7900000,1.41,0,12.3,3,722,2771899,1063,1,0,0,0
5600000,1.4,3,10.67,19,245,4165554,294,1,0,0,0
6600000,1.21,0,13.62,13,972,6086267,498,1,1,0,1
6800000,1.48,0,7.54,9,549,2855031,642,1,0,0,0
3300000,1.33,4,2.89,3,254,290451,332,1,0,0,0
4400000,1.18,0,2.05,17,670,2100024,543,1,1,0,1
900000,1.39,0,11.47,6,264,698490,146,1,1,0,1
4200000,1.42,1,15.41,19,368,7284431,411,0,0,0,0
3500000,1.46,4,12.16,5,674,2450384,567,1,1,1,1
7300000,1.11,0,4.14,6,794,2340289,1017,1,0,0,0
2700000,1.06,0,1.55,7,218,356189,273,1,0,0,0
1900000,1.2,0,4.42,9,564,1253883,382,1,1,0,0
6200000,1.26,0,12.68,13,639,4794334,496,1,1,0,1
2600000,1.39,3,6.22,6,490,1683788,578,1,0,0,0
6600000,1.48,2,14.71,19,715,8324530,436,1,1,0,0
2700000,1.12,3,3.17,20,888,5647192,987,0,0,0,0
4600000,1.18,2,3.03,20,202,1630529,263,1,0,0,0
3800000,1.0,0,15.59,10,231,3167790,330,1,0,0,0
9800000,1.35,3,2.89,17,825,5657811,1226,1,0,0,0
3100000,1.38,1,7.46,19,473,3127714,311,1,1,0,0
9700000,1.07,2,1.98,18,327,1580211,403,1,0,0,0
5800000,1.01,4,9.34,18,910,7396245,640,0,1,0,0
9000000,1.31,1,10.48,9,935,5983712,967,1,0,0,0
9100000,1.48,0,12.72,10,389,2181950,285,1,1,0,0
9600000,1.34,1,4.89,2,458,309179,439,1,1,0,0
2300000,1.34,2,4.9,13,766,5456182,979,0,0,0,0
5300000,1.12,2,6.6,2,860,777280,742,1,1,0,1
700000,1.27,1,9.39,3,730,2013570,1001,0,0,0,0
3100000,1.03,4,14.6,16,863,12829793,807,0,1,1,0
9400000,1.03,4,2.47,20,645,1670404,324,1,1,0,0
3500000,1.08,0,11.51,3,809,2213621,1062,1,0,0,0
8600000,1.26,1,1.3,12,235,390767,160,1,1,0,1
9900000,1.18,2,4.77,20,926,4868156,617,1,1,0,1
6000000,1.0,1,7.99,4,646,1058966,525,1,1,0,0
900000,1.14,2,9.85,18,496,6065695,556,0,0,0,0
5000000,1.34,1,3.63,17,681,3886515,685,1,0,0,0
9200000,1.16,3,11.7,20,541,8979733,559,1,0,0,0
4400000,1.16,1,7.44,3,988,1706438,967,1,1,0,1
4300000,1.47,3,1.32,5,949,624348,604,1,1,0,0
4200000,1.41,2,14.85,13,264,2545146,207,1,1,0,0
6700000,1.08,1,11.12,6,942,4288198,880,1,1,0,1
8200000,1.18,2,9.5,11,505,3922149,610,1,0,0,0
7400000,1.43,3,15.22,15,806,9167852,680,1,1,1,1
2800000,1.09,2,3.22,12,500,1945929,518,1,0,0,0
9300000,1.26,2,4.16,16,304,850202,161,1,1,0,1
9600000,1.16,1,13.84,14,574,6866088,563,1,1,0,0
5300000,1.02,4,1.77,17,486,1291832,360,1,1,0,0
2000000,1.39,2,2.36,16,629,2074013,479,1,1,0,0
4200000,1.14,2,5.48,15,551,2365896,376,1,1,0,0
2700000,1.4,4,12.56,3,870,1401162,573,1,1,1,1
300000,1.48,4,8.89,20,770,8289338,635,0,1,0,0
4700000,1.09,2,12.05,18,490,5205889,336,0,1,0,0
1100000,1.2,0,12.44,15,791,8630323,657,0,1,0,0
2400000,1.09,1,3.68,10,766,3272270,925,0,0,0,0
5200000,1.3,2,5.6,6,334,636333,228,1,1,0,0
2500000,1.12,1,15.01,17,959,9790596,552,0,1,0,0
2500000,1.42,3,9.39,15,882,4060016,461,0,1,0,0
9000000,1.16,0,7.2,9,507,2360622,517,1,0,0,0
7700000,1.08,1,7.27,13,411,1843443,303,1,1,0,0
9300000,1.36,0,12.63,3,987,1103471,500,1,1,0,1
7200000,1.37,0,6.85,2,841,825390,794,1,1,0,1
5700000,1.1,0,8.93,5,824,3738293,1136,1,0,0,0
3100000,1.05,3,1.01,10,683,1415156,768,1,0,0,0
6300000,1.18,1,15.83,18,420,12176826,610,0,0,0,0
8800000,1.43,3,9.97,17,412,7095687,581,1,0,0,0
10000000,1.03,3,7.34,8,388,1043361,239,1,1,0,1
1500000,1.17,2,8.78,17,595,3519522,334,0,1,0,0
7000000,1.39,0,5.76,17,732,8225022,1005,1,0,0,0
7800000,1.35,4,9.21,8,773,5010884,933,1,0,0,0
7300000,1.24,2,15.68,17,603,12997581,720,0,0,0,0
3400000,1.48,1,3.75,15,1000,3326297,668,1,1,0,1
9400000,1.34,2,5.03,6,725,926309,373,1,1,0,1
1600000,1.11,2,2.29,3,839,751977,985,1,0,0,0
1200000,1.19,1,8.37,14,453,2437391,304,0,1,0,0
7000000,1.29,3,8.77,6,334,1144132,353,1,0,0,0
7900000,1.44,3,2.0,18,606,3378442,791,1,0,0,0
8800000,1.07,3,3.04,15,801,3645888,925,1,0,0,0
9300000,1.35,2,8.63,8,845,2799206,546,1,1,0,0
5200000,1.37,0,5.57,10,476,1362829,304,1,1,0,0
7700000,1.23,4,1.67,5,556,349744,375,1,1,0,0
3700000,1.31,2,12.81,19,224,4668250,324,1,0,0,0
7100000,1.15,3,2.65,17,884,4157272,873,1,1,0,1
4300000,1.05,1,14.53,17,428,5169774,318,0,1,0,0
8800000,1.49,2,12.31,7,454,3571536,604,1,0,0,0
5900000,1.41,0,8.91,9,864,3028549,555,1,1,0,1
8300000,1.12,2,5.04,4,492,691402,427,1,1,0,0
6100000,1.34,0,7.09,14,320,2752905,380,1,0,0,0
7300000,1.02,3,7.53,10,372,1908703,358,1,1,0,0
4300000,1.22,2,3.86,8,794,990772,406,1,1,0,0
6400000,1.47,2,3.47,9,736,2359936,820,1,0,0,0
7100000,1.39,2,10.38,6,871,2303427,550,1,1,0,0
500000,1.01,0,13.08,10,791,8001927,862,0,0,0,0
4400000,1.2,3,14.02,8,884,3827466,574,1,1,1,1
5700000,1.03,4,8.17,14,691,4867210,673,1,1,0,0
3700000,1.04,3,10.54,10,722,5576629,795,0,0,0,0
7800000,1.21,1,6.46,16,975,5449675,726,1,1,0,0
3800000,1.45,3,6.0,7,660,1910874,606,1,1,0,0
500000,1.5,0,8.34,11,690,4531323,696,0,0,0,0
3500000,1.14,1,11.73,15,609,7849878,663,0,0,0,0
1600000,1.39,4,8.94,7,345,1410972,331,1,1,0,1
2900000,1.06,3,6.47,6,842,3269964,1198,0,0,0,0
4300000,1.1,3,7.43,19,605,5234461,540,0,1,0,0
3400000,1.44,1,7.89,13,416,3595223,503,1,0,0,0
2200000,1.22,4,14.7,12,923,12629560,1048,0,0,1,0
9000000,1.32,2,1.03,7,723,747529,672,1,1,0,0
900000,1.42,0,1.62,8,637,1194886,679,1,0,0,0
8900000,1.44,3,5.81,8,760,1859658,512,1,1,0,1
7400000,1.49,1,2.99,5,600,540218,414,1,1,0,1
8600000,1.17,0,1.6,7,752,1642104,1117,1,0,0,0
2600000,1.13,1,8.53,3,339,651963,377,1,0,0,0
6000000,1.39,4,14.28,12,557,6012822,609,1,0,1,0
3000000,1.03,2,3.19,5,274,244547,175,1,1,0,1
4600000,1.3,1,8.58,9,967,4466880,884,1,1,0,0
7700000,1.17,2,1.41,13,555,2111437,795,1,0,0,0
1200000,1.11,3,4.0,3,518,349543,344,1,1,0,1
6300000,1.3,1,15.19,4,217,409349,119,1,1,0,0
7100000,1.36,3,8.09,6,396,1153353,324,1,1,0,0
5800000,1.37,4,5.59,16,220,1548331,252,1,0,0,0
8200000,1.33,1,6.09,11,965,7723575,1422,1,0,0,0
4400000,1.45,0,10.51,20,307,2458525,192,1,1,0,0
3000000,1.0,1,1.69,4,440,225616,250,1,1,0,1
900000,1.24,3,14.83,5,879,4099449,855,0,1,1,0
900000,1.01,3,4.39,7,624,1900902,833,0,0,0,0
8200000,1.22,0,11.32,7,237,1883214,330,1,0,0,0
6800000,1.38,2,3.71,18,476,4079895,709,1,0,0,0
5800000,1.24,2,7.7,9,541,1472602,278,1,1,0,0
7000000,1.07,1,11.52,8,555,4446859,775,1,0,0,0
5700000,1.17,3,15.4,5,361,1190636,251,1,1,1,1
2400000,1.4,0,6.37,9,509,2582547,607,1,0,0,0
8300000,1.39,4,8.81,17,478,5351579,481,1,0,0,0
9500000,1.38,0,6.88,17,645,5703738,651,1,0,0,0
2200000,1.03,0,10.63,10,313,2946174,404,0,0,0,0
5000000,1.22,2,7.12,8,309,1759659,410,1,0,0,0
2000000,1.5,0,6.6,8,834,2117619,585,1,1,0,0
7600000,1.28,4,15.97,2,833,796085,437,1,1,1,1
2900000,1.32,4,14.66,17,882,16361815,997,0,0,1,0
7700000,1.09,1,2.62,2,786,371038,721,1,1,0,0
5600000,1.41,3,10.68,16,391,4487894,384,1,1,0,1
7400000,1.43,0,3.63,14,985,3796230,919,1,1,0,1
4700000,1.36,0,13.67,20,894,10341850,589,0,1,0,0
9400000,1.34,2,13.72,13,403,2766445,248,1,1,0,0
9300000,1.02,3,5.92,17,827,7452777,938,1,0,0,0
4400000,1.09,2,8.01,12,722,2683985,369,1,1,0,1
7300000,1.2,0,4.71,18,516,3222643,450,1,1,0,1
500000,1.24,4,9.1,10,297,1563893,242,0,1,0,0
3300000,1.15,0,10.8,20,835,6676389,495,0,1,0,0
6200000,1.42,3,9.01,9,270,861362,140,1,1,0,0
6400000,1.26,0,5.54,10,465,1682377,368,1,1,0,0
4600000,1.42,3,10.28,16,886,13609262,1258,0,0,0,0
800000,1.49,2,5.29,6,853,1221549,550,0,1,0,0
7500000,1.23,0,15.2,15,973,17316669,1114,0,0,0,0
6800000,1.34,3,13.75,3,429,1157054,393,1,1,1,1
6900000,1.34,4,7.16,8,300,1050506,234,1,1,0,1
2100000,1.38,2,11.06,8,860,7566229,1261,0,0,0,0
1200000,1.08,2,15.01,14,276,4805974,347,0,0,0,0
8000000,1.15,1,15.94,5,716,3198607,606,1,1,0,1
900000,1.13,2,4.02,10,954,2335729,724,0,1,0,0
9000000,1.21,2,5.81,10,910,2723070,608,1,1,0,0
2400000,1.19,1,9.81,4,619,1635806,672,1,0,0,0
4100000,1.47,1,10.91,7,788,4276533,769,1,1,0,0
7100000,1.09,4,2.45,4,248,150485,157,1,1,0,0
4100000,1.27,4,15.63,5,381,1728293,337,1,1,1,1
300000,1.01,2,4.2,4,399,825361,536,0,0,0,0
9400000,1.17,2,1.95,13,263,617163,199,1,1,0,0
7600000,1.09,0,13.91,13,619,7064221,643,1,0,0,0
9100000,1.45,1,9.46,5,695,2116337,716,1,0,0,0
9000000,1.04,1,6.65,18,315,3103335,335,1,0,0,0
9000000,1.42,4,2.13,13,437,1796960,628,1,0,0,0
6700000,1.2,4,14.44,16,515,10356619,640,0,0,1,0
1700000,1.47,4,6.88,11,424,3088839,588,0,0,0,0
6200000,1.35,3,2.34,15,496,1347546,409,1,1,0,1
7700000,1.21,1,9.83,14,760,6628766,659,1,1,0,1
2600000,1.06,0,1.18,18,401,910863,300,1,1,0,0
7900000,1.22,3,10.75,16,485,6242138,498,1,0,0,0
9000000,1.16,0,4.02,14,691,3626968,693,1,0,0,0
5100000,1.38,0,3.77,9,231,429151,137,1,1,0,0
4900000,1.06,3,2.68,3,572,410150,538,1,1,0,0
9600000,1.37,4,11.72,4,243,705800,231,1,1,1,1
7200000,1.26,3,1.67,10,321,417692,183,1,1,0,1
3300000,1.26,0,13.35,18,239,4104709,295,1,0,0,0
2400000,1.24,3,12.1,2,487,742106,463,1,1,0,1
5800000,1.05,1,1.04,4,862,789420,1243,1,0,0,0
6000000,1.1,4,7.49,5,399,1009578,397,1,1,0,1
9900000,1.42,2,4.69,15,736,3843631,647,1,1,0,1
9100000,1.23,0,14.4,8,445,4480495,651,1,0,0,0
6400000,1.18,1,3.99,7,213,519282,203,1,1,0,0
4100000,1.09,2,1.57,3,486,173866,318,1,1,0,1
300000,1.32,4,7.13,16,797,3870522,439,0,1,0,0
2100000,1.09,0,11.48,18,626,9127625,604,0,1,0,0
6600000,1.48,0,15.68,16,653,15034006,976,0,0,0,0
9800000,1.24,0,5.86,3,228,309220,232,1,0,0,0
6700000,1.38,3,4.17,9,925,3853144,1282,1,0,0,0
7900000,1.25,4,12.84,17,494,7278206,483,1,1,1,1
1700000,1.17,4,2.06,17,1000,5096353,1288,0,0,0,0
1200000,1.27,1,14.77,3,579,1206939,390,1,1,0,1
2000000,1.06,3,7.24,17,295,3219026,404,0,0,0,0
2100000,1.11,1,2.24,4,515,536851,508,1,1,0,0
3900000,1.41,4,10.04,14,608,3505694,395,1,1,1,1
9200000,1.33,3,6.4,4,635,1372722,657,1,0,0,0
5100000,1.2,0,12.48,17,876,7661919,604,0,1,0,0
4100000,1.44,2,2.93,9,399,1215926,487,1,0,0,0
3100000,1.14,0,10.67,18,827,6835555,501,0,1,0,0
1800000,1.49,3,4.01,17,989,4278780,692,0,1,0,0
5900000,1.13,1,11.82,5,368,1012940,288,1,1,0,1
2900000,1.13,4,8.29,7,270,853376,204,1,1,0,1
1100000,1.3,2,7.34,17,855,9973770,1162,0,0,0,0
1900000,1.28,1,15.66,14,423,4633190,367,0,1,0,0
7700000,1.1,4,9.81,20,593,9106172,700,0,0,0,0
2800000,1.29,3,4.66,18,950,5933281,976,0,0,0,0
8100000,1.03,0,3.89,12,623,1302060,323,1,1,0,1
9800000,1.37,1,2.51,7,531,574703,333,1,1,0,1
5600000,1.02,2,15.63,13,851,15235019,1201,0,0,0,0
2500000,1.01,3,8.79,18,899,6727767,599,0,1,0,0
3300000,1.42,4,6.52,5,609,2155609,859,1,0,0,0
2600000,1.03,0,10.09,17,574,9868782,769,0,0,0,0
500000,1.21,3,14.64,10,928,7813822,928,0,1,1,0
1100000,1.47,2,3.01,9,452,1378243,591,1,0,0,0
9300000,1.36,2,12.67,9,222,1742207,251,1,0,0,0
2100000,1.11,2,13.51,19,445,6806790,420,0,1,0,0
3900000,1.01,3,2.62,17,926,3503698,741,1,1,0,1
6000000,1.12,4,14.17,19,663,9534449,522,0,1,1,0
7500000,1.49,4,2.74,14,734,3677044,890,1,0,0,0
6300000,1.2,1,3.98,13,598,2360349,519,1,1,0,1
6400000,1.04,3,2.86,14,419,1640232,406,1,1,0,0
8300000,1.19,0,6.14,3,419,716029,585,1,0,0,0
5600000,1.11,4,9.68,6,201,426253,113,1,1,0,1
2900000,1.05,1,14.7,7,237,1060435,151,1,1,0,1
6400000,1.14,1,15.84,2,895,1243292,611,1,1,0,1
6600000,1.01,3,12.93,9,286,2478270,357,1,0,1,0
3400000,1.25,2,9.45,9,560,4077488,784,1,0,0,0
700000,1.28,2,9.2,17,628,4857718,490,0,1,0,0
8800000,1.5,3,13.36,8,214,1480249,213,1,1,1,1
10000000,1.39,2,3.21,16,983,4941055,1107,1,0,0,0
1700000,1.01,3,7.78,8,996,5794684,1219,0,0,0,0
8200000,1.34,1,8.14,6,964,1776542,528,1,1,0,0
4200000,1.0,3,12.68,7,782,4812228,785,0,0,1,0
6500000,1.04,2,5.97,4,416,937930,525,1,0,0,0
1200000,1.15,2,6.29,10,585,1482479,294,0,1,0,0
9900000,1.01,1,13.16,3,884,2799439,1194,1,0,0,0
8300000,1.08,4,8.37,17,404,6085300,553,1,0,0,0
9000000,1.15,2,15.49,14,649,6738617,446,1,1,0,1
9900000,1.49,1,8.56,6,628,1895969,547,1,1,0,1
4400000,1.3,4,3.96,10,502,2491242,676,1,0,0,0
9200000,1.37,0,10.12,12,248,1387910,159,1,1,0,0
100000,1.09,1,11.06,7,419,1305150,250,0,1,0,0
3200000,1.3,0,12.97,6,892,3400193,641,1,1,0,1
7400000,1.1,0,7.54,11,307,1472839,251,1,1,0,1
100000,1.18,0,14.32,20,212,3212779,169,0,1,0,0
8100000,1.29,0,15.91,17,701,6362013,410,1,1,0,0
7600000,1.47,0,6.21,16,530,4609273,667,1,0,0,0
1600000,1.47,0,6.28,13,944,5663486,860,0,1,0,0
6100000,1.28,3,9.85,7,819,2476815,595,1,1,0,0
5800000,1.01,3,7.99,7,243,898045,248,1,0,0,0
1600000,1.46,0,13.12,8,497,2896619,408,0,1,0,0
100000,1.04,1,2.82,12,614,2351205,722,0,0,0,0
6000000,1.12,2,15.97,9,867,8629707,959,0,0,0,0
2700000,1.03,2,4.6,6,316,437299,179,1,1,0,1
1500000,1.5,2,7.93,6,425,1056155,288,1,1,0,0
7200000,1.07,4,10.45,16,348,2717825,245,1,1,1,1
1200000,1.49,2,13.67,16,351,3706822,279,0,1,0,0
