,pID,Budget,Overall Deadline,Budget Elapsed,Time Elapsed,Proportion Subdeadlines Met,Commits,Defect Fix Rate,Team Communication,Team Commitment,Team Morale,Project Planning,Top-Level Management Support,Average Team Experience,Team Size,Finance Success,Timescale Success,Team Success,Management Success,Code Success,Success
3,122,551062,545,0.003046844093768033,0.05688073394495413,0.0,0,0.0,1.02,4.48,3.93,4.93,1.71,3.0,30,0,1,1,1,1,1
4,122,551062,545,0.0032373852669935507,0.060550458715596334,0.0,0,0.0,1.02,4.48,3.93,4.93,1.71,3.0,30,0,1,1,1,1,1
0,123,237994,590,0.46644453221509785,0.12203389830508475,0.0,264,0.9890776699029126,3.17,1.69,2.45,2.06,3.9,4.333333333333333,3,0,1,0,1,1,1
1,123,237994,590,0.11872988394665411,0.05254237288135593,0.0,70,0.8962655601659751,3.17,1.69,2.45,2.06,3.9,4.333333333333333,3,0,1,0,1,1,1
2,123,237994,590,0.4232081481045741,0.1135593220338983,0.0,241,0.98828125,3.17,1.69,2.45,2.06,3.9,4.333333333333333,3,0,1,0,1,1,1
3,123,237994,590,0.8860433456305621,0.20677966101694914,1.0,498,0.9891788669637174,3.17,1.69,2.45,2.06,3.9,4.333333333333333,3,0,1,0,1,1,1
4,123,237994,590,0.6440624553560174,0.1576271186440678,1.0,363,0.9940476190476191,3.17,1.69,2.45,2.06,3.9,4.333333333333333,3,0,1,0,1,1,1
0,124,149358,382,0.6547088204180559,0.06282722513089005,1.0,357,0.9747513389441469,4.22,2.7,1.9,1.76,3.82,3.6363636363636362,11,0,1,0,1,1,0
1,124,149358,382,3.2987386012131923,0.23298429319371727,1.0,1790,0.9920848770629842,4.22,2.7,1.9,1.76,3.6082464398810727,3.6363636363636362,11,0,1,0,1,1,0
2,124,149358,382,2.4551279476157957,0.17801047120418848,1.0,1320,0.9903953540317176,4.22,2.7,1.9,1.76,3.684859548784399,3.6363636363636362,11,0,1,0,1,1,0
3,124,149358,382,4.111570856599579,0.28534031413612565,1.0,2233,0.9949508370980601,4.22,2.7,1.9,1.76,3.536762981932239,3.6363636363636362,11,0,1,0,1,1,0
4,124,149358,382,0.002122417279288689,0.015706806282722512,0.0,0,0.0,4.22,2.7,1.9,1.76,3.82,3.6363636363636362,11,0,1,0,1,1,0
0,125,507571,489,0.38592433373853113,0.08793456032719836,1.0,948,0.977560414269275,4.8,1.52,4.84,2.08,2.7,3.3846153846153846,13,1,1,1,1,1,1
1,125,507571,489,0.6114317011807215,0.12269938650306748,1.0,1516,0.9790247400501972,4.8,1.52,4.84,2.08,2.7,3.3846153846153846,13,1,1,1,1,1,1
2,125,507571,489,0.520132158850683,0.1083844580777096,1.0,1280,0.9817265280403277,4.8,1.52,4.84,2.08,2.7,3.3846153846153846,13,1,1,1,1,1,1
3,125,507571,489,0.0003171970029808638,0.00408997955010225,0.0,0,0.0,4.8,1.52,4.84,2.08,2.7,3.3846153846153846,13,1,1,1,1,1,1
4,125,507571,489,0.819481412452642,0.1554192229038855,1.0,2058,0.9938961038961039,4.8,1.52,4.84,2.08,2.7,3.3846153846153846,13,1,1,1,1,1,1
0,126,545606,445,0.5454962005549793,0.17303370786516853,1.0,2841,0.9842167255594817,3.07,4.74,4.61,2.38,4.25,2.5833333333333335,12,1,1,1,1,1,1
1,126,545606,445,0.28489056205393637,0.10561797752808989,1.0,1485,0.984,3.07,4.74,4.61,2.38,4.25,2.5833333333333335,12,1,1,1,1,1,1
2,126,545606,445,0.5284509334574766,0.16853932584269662,1.0,2749,0.9865132392972037,3.07,4.74,4.61,2.38,4.25,2.5833333333333335,12,1,1,1,1,1,1
3,126,545606,445,0.0009713969421157392,0.024719101123595506,0.0,0,0.0,3.07,4.74,4.61,2.38,4.25,2.5833333333333335,12,1,1,1,1,1,1
4,126,545606,445,0.035294699838344885,0.04044943820224719,0.0,171,0.9209486166007905,3.07,4.74,4.61,2.38,4.25,2.5833333333333335,12,1,1,1,1,1,1
0,127,215632,428,0.04333772352897529,0.02570093457943925,0.0,83,0.8728813559322034,4.64,4.53,4.11,1.96,1.58,2.4166666666666665,12,0,1,1,1,1,1
1,127,215632,428,0.5904921347480894,0.08878504672897196,0.0,1191,0.9891048292108363,4.64,4.53,4.11,1.96,1.58,2.4166666666666665,12,0,1,1,1,1,1
2,127,215632,428,0.22542108777917935,0.04672897196261682,0.0,458,0.9477882523567803,4.64,4.53,4.11,1.96,1.58,2.4166666666666665,12,0,1,1,1,1,1
3,127,215632,428,0.002082251242858203,0.016355140186915886,0.0,0,0.0,4.64,4.53,4.11,1.96,1.58,2.4166666666666665,12,0,1,1,1,1,1
4,127,215632,428,0.2657676040661868,0.0514018691588785,0.0,540,0.9605582524271845,4.64,4.53,4.11,1.96,1.58,2.4166666666666665,12,0,1,1,1,1,1
0,128,567338,588,1.044291057535367,0.17346938775510204,1.0,1635,0.9908356632494564,3.78,1.16,2.52,1.24,4.4720669220444895,3.230769230769231,13,0,1,0,1,1,1
1,128,567338,588,0.47277284440668527,0.08673469387755102,1.0,736,0.9883566200931471,3.78,1.16,2.52,1.24,4.49,3.230769230769231,13,0,1,0,1,1,1
2,128,567338,588,0.05627157003408902,0.023809523809523808,0.0,85,0.8781094527363185,3.78,1.16,2.52,1.24,4.49,3.230769230769231,13,0,1,0,1,1,1
3,128,567338,588,0.08958504454134925,0.02891156462585034,0.0,132,0.9662379421221865,3.78,1.16,2.52,1.24,4.49,3.230769230769231,13,0,1,0,1,1,1
4,128,567338,588,0.7988853205672809,0.1360544217687075,1.0,1246,0.9935961576946167,3.78,1.16,2.52,1.24,4.49,3.230769230769231,13,0,1,0,1,1,1
0,129,434469,564,0.6884748969431651,0.08156028368794327,1.0,1611,0.9794567062818336,2.82,2.33,4.75,2.02,1.04,3.0476190476190474,21,0,1,1,1,1,1
1,129,434469,564,0.0018068032471821925,0.024822695035460994,0.0,0,0.0,2.82,2.33,4.75,2.02,1.04,3.0476190476190474,21,0,1,1,1,1,1
2,129,434469,564,0.0007112129979354108,0.010638297872340425,0.0,0,0.0,2.82,2.33,4.75,2.02,1.04,3.0476190476190474,21,0,1,1,1,1,1
3,129,434469,564,1.0862017773419967,0.11347517730496454,1.0,2572,0.9869124222925073,2.82,2.33,4.75,2.02,1.03584623584104,3.0476190476190474,21,0,1,1,1,1,1
4,129,434469,564,0.8210505237427757,0.09219858156028368,1.0,1935,0.9927495024168326,2.82,2.33,4.75,2.02,1.04,3.0476190476190474,21,0,1,1,1,1,1
0,130,143204,595,0.22844333957152035,0.025210084033613446,1.0,177,0.9582577132486388,4.74,3.9,3.3,1.68,4.03,3.0,8,0,1,1,1,1,1
1,130,143204,595,1.7539803357448116,0.12436974789915967,1.0,1316,0.9884860362567369,4.74,3.9,3.3,1.68,3.9108367980702354,3.0,8,0,1,1,1,1,1
2,130,143204,595,0.9432906902041842,0.07058823529411765,1.0,693,0.9654043945769051,4.74,3.9,3.3,1.68,4.03,3.0,8,0,1,1,1,1,1
3,130,143204,595,0.5666461830675121,0.047058823529411764,1.0,427,0.9583963691376702,4.74,3.9,3.3,1.68,4.03,3.0,8,0,1,1,1,1,1
4,130,143204,595,1.578007597553141,0.11260504201680673,1.0,1179,0.9910641754670999,4.74,3.9,3.3,1.68,3.9383224884204506,3.0,8,0,1,1,1,1,1
0,131,300394,586,0.560107725187587,0.09556313993174062,0.0,817,0.9815733522324592,2.21,4.31,1.58,4.15,1.88,2.8333333333333335,12,0,1,0,1,1,1
1,131,300394,586,0.21197493957935246,0.06143344709897611,0.0,308,0.9602209944751381,2.21,4.31,1.58,4.15,1.88,2.8333333333333335,12,0,1,0,1,1,1
2,131,300394,586,0.8487286696804863,0.12457337883959044,1.0,1256,0.9917874396135266,2.21,4.31,1.58,4.15,1.88,2.8333333333333335,12,0,1,0,1,1,1
3,131,300394,586,0.9505948853838625,0.1348122866894198,1.0,1405,0.9901055408970977,2.21,4.31,1.58,4.15,1.88,2.8333333333333335,12,0,1,0,1,1,1
4,131,300394,586,0.6789516435081926,0.1075085324232082,1.0,1002,0.9884581237052382,2.21,4.31,1.58,4.15,1.88,2.8333333333333335,12,0,1,0,1,1,1
0,132,261976,428,0.09142822243258925,0.0794392523364486,0.0,76,0.9886363636363636,1.65,2.61,1.4,3.42,2.79,3.0,3,0,1,0,1,0,1
1,132,261976,428,0.04504992823770116,0.05841121495327103,0.0,34,0.9504132231404959,1.65,2.61,1.4,3.42,2.79,3.0,3,0,1,0,1,0,1
2,132,261976,428,1.3178306409747458,0.5794392523364486,1.0,1055,0.9910248986682108,1.65,2.61,1.4,3.42,2.6485586291280807,3.0,3,0,1,0,1,0,1
3,132,261976,428,0.4654853879744709,0.24065420560747663,1.0,390,0.9890710382513661,1.65,2.61,1.4,3.42,2.79,3.0,3,0,1,0,1,0,1
4,132,261976,428,1.4295469814028765,0.6238317757009346,1.0,1138,0.9978430843893232,1.65,2.61,1.4,3.42,2.5986863624820042,3.0,3,0,1,0,1,0,1
0,133,133294,484,0.6568937836661816,0.13636363636363635,0.0,459,0.9756924816280385,2.95,3.0,1.59,3.76,4.41,2.3333333333333335,6,0,1,0,1,1,0
1,133,133294,484,3.0952105871232014,0.4524793388429752,1.0,2211,0.9988507214915081,2.95,3.0,1.59,3.76,3.8644085587454535,2.3333333333333335,6,0,1,0,1,1,0
2,133,133294,484,1.709604333278317,0.2727272727272727,1.0,1217,0.9989015817223199,2.95,3.0,1.59,3.76,4.215853973815711,2.3333333333333335,6,0,1,0,1,1,0
3,133,133294,484,3.5536483262562455,0.512396694214876,1.0,2541,0.9968274805819932,2.95,3.0,1.59,3.76,3.7538956311942924,2.3333333333333335,6,0,1,0,1,1,0
4,133,133294,484,0.44778459645595453,0.10950413223140495,0.0,309,0.9968652037617555,2.95,3.0,1.59,3.76,4.41,2.3333333333333335,6,0,1,0,1,1,0
0,134,383029,405,0.14878507893658183,0.09382716049382717,0,169,0.9414634146341463,1.61,3.51,2.04,2.12,1.05,4.333333333333333,3,0,0,0,0,0,0
1,134,383029,405,0.007041242308023675,0.02962962962962963,0,6,0.5,1.61,3.51,2.04,2.12,1.05,4.333333333333333,3,0,0,0,0,0,0
2,134,383029,405,0.027405235634899706,0.03950617283950617,0,32,0.9545454545454546,1.61,3.51,2.04,2.12,1.05,4.333333333333333,3,0,0,0,0,0,0
3,134,383029,405,0.09867921227896582,0.07407407407407407,0,120,0.972972972972973,1.61,3.51,2.04,2.12,1.05,4.333333333333333,3,0,0,0,0,0,0
4,134,383029,405,0.0005090998331719008,0.009876543209876543,0,0,0.0,1.61,3.51,2.04,2.12,1.05,4.333333333333333,3,0,0,0,0,0,0
0,135,142787,350,0.003102523338959429,0.017142857142857144,0.0,0,0.0,4.87,1.87,4.06,4.31,1.81,1.75,4,1,1,1,1,1,1
1,135,142787,350,0.8191011786787312,0.40285714285714286,0.8888888888888888,986,0.9984954864593781,4.87,1.87,4.06,4.31,1.81,1.75,4,1,1,1,1,1,1
2,135,142787,350,0.7235042405821258,0.3657142857142857,0.875,870,0.9931291153736044,4.87,1.87,4.06,4.31,1.81,1.75,4,1,1,1,1,1,1
3,135,142787,350,0.7749795149418365,0.38571428571428573,0.875,931,0.9946048017264635,4.87,1.87,4.06,4.31,1.81,1.75,4,1,1,1,1,1,1
4,135,142787,350,0.23378879029603536,0.18,0.5,284,0.9844425237683665,4.87,1.87,4.06,4.31,1.81,1.75,4,1,1,1,1,1,1
0,136,318617,441,0.4444207308461256,0.17233560090702948,1.0,873,0.9984573852680293,4.48,4.8,2.68,3.43,3.97,2.6666666666666665,6,0,1,1,1,1,1
1,136,318617,441,0.3605488721568529,0.1473922902494331,1.0,706,0.9871244635193133,4.48,4.8,2.68,3.43,3.97,2.6666666666666665,6,0,1,1,1,1,1
2,136,318617,441,0.5272788332072676,0.19727891156462585,1.0,1045,0.9915939217588102,4.48,4.8,2.68,3.43,3.97,2.6666666666666665,6,0,1,1,1,1,1
3,136,318617,441,0.7779340085431725,0.272108843537415,1.0,1538,0.9972079037800687,4.48,4.8,2.68,3.43,3.97,2.6666666666666665,6,0,1,1,1,1,1
4,136,318617,441,0.35170439744269766,0.14512471655328799,1.0,689,0.9842597147073291,4.48,4.8,2.68,3.43,3.97,2.6666666666666665,6,0,1,1,1,1,1
0,137,496552,459,0.6866108685495175,0.18736383442265794,1.0,879,0.98992673992674,3.25,1.19,2.27,4.52,2.42,3.3636363636363638,11,1,1,0,1,1,1
1,137,496552,459,0.8229792650115194,0.21350762527233116,1.0,1060,0.9929453262786596,3.25,1.19,2.27,4.52,2.42,3.3636363636363638,11,1,1,0,1,1,1
2,137,496552,459,0.4966005574441347,0.1503267973856209,1.0,626,0.9827976459936623,3.25,1.19,2.27,4.52,2.42,3.3636363636363638,11,1,1,0,1,1,1
3,137,496552,459,0.6195484058064412,0.17429193899782136,1.0,790,0.9896444597859855,3.25,1.19,2.27,4.52,2.42,3.3636363636363638,11,1,1,0,1,1,1
4,137,496552,459,0.6754337914256714,0.18518518518518517,1.0,862,0.9978274363749224,3.25,1.19,2.27,4.52,2.42,3.3636363636363638,11,1,1,0,1,1,1
0,138,437458,575,0.17916005650828193,0.08521739130434783,1.0,168,0.992,2.23,2.54,3.04,2.84,3.13,5.0,3,1,1,0,1,1,1
1,138,437458,575,0.3445267888574446,0.1408695652173913,1.0,344,0.9877358490566037,2.23,2.54,3.04,2.84,3.13,5.0,3,1,1,0,1,1,1
2,138,437458,575,0.3910775434441706,0.1565217391304348,1.0,391,0.993322203672788,2.23,2.54,3.04,2.84,3.13,5.0,3,1,1,0,1,1,1
3,138,437458,575,0.12258319655829816,0.06608695652173913,1.0,112,0.9688385269121813,2.23,2.54,3.04,2.84,3.13,5.0,3,1,1,0,1,1,1
4,138,437458,575,0.7430130435378939,0.2747826086956522,1.0,750,0.9982174688057041,2.23,2.54,3.04,2.84,3.13,5.0,3,1,1,0,1,1,1
0,139,534573,545,0.29370357275807046,1.4330275229357798,0.0,1385,0.9987948177161796,1.78,1.68,3.1,3.8,1.3898498647313393,1.0,1,0,0,0,0,0,0
1,139,534573,545,0.04762305615884079,0.28256880733944956,0.0,252,0.9974337040205303,1.78,1.68,3.1,3.8,1.76,1.0,1,0,0,0,0,0,0
2,139,534573,545,0.04790365394436307,0.28440366972477066,0.0,254,0.9948805460750854,1.78,1.68,3.1,3.8,1.76,1.0,1,0,0,0,0,0,0
3,139,534573,545,0.08939097185978341,0.47889908256880737,0.0,449,0.9967105263157895,1.78,1.68,3.1,3.8,1.76,1.0,1,0,0,0,0,0,0
4,139,534573,545,0.29510656168568183,1.4422018348623853,0.0,1394,0.9993992189846801,1.78,1.68,3.1,3.8,1.3829145000147791,1.0,1,0,0,0,0,0,0
0,140,403194,394,0.19809322559363482,0.13705583756345177,0.5,407,0.9839228295819936,2.37,3.3,4.16,4.2,4.2,3.6,5,1,1,1,1,1,1
1,140,403194,394,0.7808548738324479,0.35279187817258884,0.9285714285714286,1571,0.9961279804361117,2.37,3.3,4.16,4.2,4.2,3.6,5,1,1,1,1,1,1
2,140,403194,394,0.0,0.0,0.0,0,0.0,2.37,3.3,4.16,4.2,4.2,3.6,5,1,1,1,1,1,1
3,140,403194,394,0.7607652891660094,0.34517766497461927,0.9285714285714286,1529,0.997080291970803,2.37,3.3,4.16,4.2,4.2,3.6,5,1,1,1,1,1,1
4,140,403194,394,0.0907379574100805,0.09644670050761421,0.0,178,0.953125,2.37,3.3,4.16,4.2,4.2,3.6,5,1,1,1,1,1,1
0,141,81155,501,3.5543959090629045,0.1317365269461078,1.0,882,0.9906635545181727,3.41,2.55,2.65,4.56,4.232306001069137,3.5833333333333335,12,0,1,0,1,1,1
1,141,81155,501,1.4566200480561888,0.07984031936127745,1.0,364,0.9729257641921397,3.41,2.55,2.65,4.56,4.343845462665525,3.5833333333333335,12,0,1,0,1,1,1
2,141,81155,501,5.54133448339597,0.18163672654690619,1.0,1393,0.9897479709525844,3.41,2.55,2.65,4.56,4.127758361853481,3.5833333333333335,12,0,1,0,1,1,1
3,141,81155,501,3.236485737169614,0.12375249500998003,1.0,805,0.981745162468054,3.41,2.55,2.65,4.56,4.249277632927912,3.5833333333333335,12,0,1,0,1,1,1
4,141,81155,501,5.700289569342616,0.18562874251497005,1.0,1433,0.9916544961402045,3.41,2.55,2.65,4.56,4.119506972888136,3.5833333333333335,12,0,1,0,1,1,1
0,142,273524,426,1.0292698264137699,0.17370892018779344,1.0,846,0.9988321167883212,1.04,1.1,2.22,3.48,3.30338331,2.9166666666666665,12,0,1,0,1,1,0
1,142,273524,426,0.13791842763340695,0.06807511737089202,0.0,116,0.933579335793358,1.04,1.1,2.22,3.48,3.31,2.9166666666666665,12,0,1,0,1,1,0
2,142,273524,426,0.3874394934265366,0.09859154929577464,0.0,325,0.9745566692367,1.04,1.1,2.22,3.48,3.31,2.9166666666666665,12,0,1,0,1,1,0
3,142,273524,426,0.6085060177534696,0.12441314553990611,1.0,499,0.9881572714353387,1.04,1.1,2.22,3.48,3.31,2.9166666666666665,12,0,1,0,1,1,0
4,142,273524,426,0.0,0.0,0.0,0,0.0,1.04,1.1,2.22,3.48,3.31,2.9166666666666665,12,0,1,0,1,1,0
0,143,331682,307,0.0006512261744683161,0.013029315960912053,0.0,0,0.0,4.98,2.55,4.55,3.84,1.35,3.217391304347826,23,0,0,0,0,0,0
1,143,331682,307,0.0008471970140073926,0.016286644951140065,0.0,0,0.0,4.98,2.55,4.55,3.84,1.35,3.217391304347826,23,0,0,0,0,0,0
2,143,331682,307,0.5726991515970116,0.1237785016286645,1.0,965,0.9718386135932846,4.98,2.55,4.55,3.84,1.35,3.217391304347826,23,0,0,0,0,0,0
3,143,331682,307,0.002586815081915811,0.04560260586319218,0.0,0,0.0,4.98,2.55,4.55,3.84,1.35,3.217391304347826,23,0,0,0,0,0,0
4,143,331682,307,0.23804125638412696,0.09120521172638436,0.0,391,0.9379310344827586,4.98,2.55,4.55,3.84,1.35,3.217391304347826,23,0,0,0,0,0,0
0,144,192778,521,0.8282791604851176,0.05182341650671785,1.0,1472,0.9811568799298861,2.24,4.44,4.42,1.65,3.66,2.65,20,0,1,1,1,1,1
1,144,192778,521,1.538795920696345,0.08445297504798464,1.0,2721,0.9860262008733625,2.24,4.44,4.42,1.65,3.6127044358521956,2.65,20,0,1,1,1,1,1
2,144,192778,521,0.16683957713017045,0.02111324376199616,0.0,299,0.8558648111332008,2.24,4.44,4.42,1.65,3.66,2.65,20,0,1,1,1,1,1
3,144,192778,521,2.4048179771550697,0.12476007677543186,1.0,4270,0.9935468639332651,2.24,4.44,4.42,1.65,3.5375915272826464,2.65,20,0,1,1,1,1,1
4,144,192778,521,0.0009752150141613669,0.005758157389635317,0.0,0,0.0,2.24,4.44,4.42,1.65,3.66,2.65,20,0,1,1,1,1,1
0,145,147329,362,0.20703323853416503,0.5276243093922652,0.0,291,0.9984202211690363,2.91,2.0,1.97,2.54,3.56,1.0,1,0,0,0,0,0,0
1,145,147329,362,0.01456603927264829,0.06629834254143646,0.0,16,0.7333333333333333,2.91,2.0,1.97,2.54,3.56,1.0,1,0,0,0,0,0,0
2,145,147329,362,1.4570451167115774,2.7790055248618786,0.0,1620,0.9989408182179267,2.91,2.0,1.97,2.54,1.8690650452525475,1.0,1,0,0,0,0,0,0
3,145,147329,362,0.0040385803202356635,0.03314917127071823,0.0,0,0.0,2.91,2.0,1.97,2.54,3.56,1.0,1,0,0,0,0,0,0
4,145,147329,362,1.3902761845936644,2.6187845303867405,0.0,1523,0.9973076378064333,2.91,2.0,1.97,2.54,1.9807337351792988,1.0,1,0,0,0,0,0,0
0,146,58029,322,1.5123989729273295,0.14285714285714285,0.0,373,0.9590222861250899,1.89,1.83,3.99,4.55,4.7163473526236945,3.357142857142857,14,0,1,0,1,1,1
1,146,58029,322,3.5777456099536438,0.1956521739130435,0.0,891,0.987345776652958,1.89,1.83,3.99,4.55,4.636807674948627,3.357142857142857,14,0,1,0,1,1,1
2,146,58029,322,0.029243998690310018,0.09937888198757763,0.0,0,0.0,1.89,1.83,3.99,4.55,4.74,3.357142857142857,14,0,1,0,1,1,1
3,146,58029,322,0.8810767030277964,0.12732919254658384,0.0,222,0.9460847240051348,1.89,1.83,3.99,4.55,4.74,3.357142857142857,14,0,1,0,1,1,1
4,146,58029,322,6.945320443226662,0.2795031055900621,1.0,1707,0.9842889536767088,1.89,1.83,3.99,4.55,4.513227905559487,3.357142857142857,14,0,1,0,1,1,1
0,147,456486,419,0.8150063747847689,0.4606205250596659,1.0,1632,0.9929577464788732,2.05,4.85,2.24,3.34,1.63,3.5,4,1,1,1,1,0,1
1,147,456486,419,0.7502004442633509,0.42720763723150357,1.0,1504,0.9958045409674235,2.05,4.85,2.24,3.34,1.63,3.5,4,1,1,1,1,0,1
2,147,456486,419,0.5652966356032825,0.33651551312649164,1.0,1155,0.9928940568475452,2.05,4.85,2.24,3.34,1.63,3.5,4,1,1,1,1,0,1
3,147,456486,419,0.038947525225308116,0.06443914081145585,0.0,80,0.963855421686747,2.05,4.85,2.24,3.34,1.63,3.5,4,1,1,1,1,0,1
4,147,456486,419,0.34308390618770346,0.22195704057279236,0.0,703,0.9928688974218322,2.05,4.85,2.24,3.34,1.63,3.5,4,1,1,1,1,0,1
0,148,125924,534,2.018939995552873,0.3258426966292135,1.0,1267,0.9963534361851333,2.07,4.49,1.6,3.69,4.60143502001441,2.75,4,0,1,0,1,1,0
1,148,125924,534,0.7569962834725708,0.15355805243445692,1.0,486,0.9922720247295209,2.07,4.49,1.6,3.69,4.96,2.75,4,0,1,0,1,1,0
2,148,125924,534,1.1528382198786569,0.20786516853932585,1.0,734,0.9945625308947108,2.07,4.49,1.6,3.69,4.900806271251278,2.75,4,0,1,0,1,1,0
3,148,125924,534,0.9693942377942251,0.18164794007490637,1.0,614,0.9853200234879624,2.07,4.49,1.6,3.69,4.96,2.75,4,0,1,0,1,1,0
4,148,125924,534,0.730790000317652,0.149812734082397,1.0,470,0.9935846030473136,2.07,4.49,1.6,3.69,4.96,2.75,4,0,1,0,1,1,0
0,149,206225,322,0.631155291550491,1.279503105590062,0.0,1217,0.9987139917695473,1.06,4.54,3.86,4.29,3.280865214362868,2.0,1,0,0,0,0,0,0
1,149,206225,322,0.3605236998424051,0.7484472049689441,0.0,659,0.9929478138222849,1.06,4.54,3.86,4.29,3.59,2.0,1,0,0,0,0,0,0
2,149,206225,322,0.001546854164141108,0.027950310559006212,0.0,0,0.0,1.06,4.54,3.86,4.29,3.59,2.0,1,0,0,0,0,0,0
3,149,206225,322,1.1655618862892472,2.3043478260869565,0.0,2306,0.9991930060524546,1.06,4.54,3.86,4.29,2.358302457136266,2.0,1,0,0,0,0,0,0
4,149,206225,322,0.766168020366105,1.5341614906832297,0.0,1492,0.9989397794741306,1.06,4.54,3.86,4.29,3.0224451167857045,2.0,1,0,0,0,0,0,0
0,150,297582,301,0.002184271898165884,0.036544850498338874,0,0,0.0,2.78,4.46,3.69,2.33,1.05,3.3333333333333335,3,0,0,0,0,0,0
1,150,297582,301,0.1318460121915976,0.12624584717607973,0,235,0.9887820512820513,2.78,4.46,3.69,2.33,1.05,3.3333333333333335,3,0,0,0,0,0,0
2,150,297582,301,0.07135848270392699,0.08637873754152824,0,119,0.935672514619883,2.78,4.46,3.69,2.33,1.05,3.3333333333333335,3,0,0,0,0,0,0
3,150,297582,301,0.09152099253315053,0.09966777408637874,0,159,0.9265402843601895,2.78,4.46,3.69,2.33,1.05,3.3333333333333335,3,0,0,0,0,0,0
4,150,297582,301,0.0663178552466211,0.08305647840531562,0,110,0.8821656050955414,2.78,4.46,3.69,2.33,1.05,3.3333333333333335,3,0,0,0,0,0,0
0,151,315857,564,0.6831445875823553,0.08156028368794327,1.0,1103,0.9681690140845071,1.94,2.92,2.57,4.99,2.15,2.8,30,0,1,0,1,1,1
1,151,315857,564,0.4039042984641784,0.06914893617021277,1.0,650,0.9492151431209603,1.94,2.92,2.57,4.99,2.15,2.8,30,0,1,0,1,1,1
2,151,315857,564,1.643550720737549,0.12411347517730496,1.0,2670,0.9822413412750938,1.94,2.92,2.57,4.99,2.113740943103722,2.8,30,0,1,0,1,1,1
3,151,315857,564,0.002792402891181769,0.026595744680851064,0.0,0,0.0,1.94,2.92,2.57,4.99,2.15,2.8,30,0,1,0,1,1,1
4,151,315857,564,0.12466400934600151,0.05673758865248227,0.0,195,0.8406940063091483,1.94,2.92,2.57,4.99,2.15,2.8,30,0,1,0,1,1,1
0,152,410599,489,0.15373393505585742,0.044989775051124746,0.0,137,0.9302832244008714,1.24,1.03,2.4,1.52,1.55,4.0,8,0,1,0,1,0,0
1,152,410599,489,1.0352874702568686,0.19631901840490798,1.0,920,0.9909720132410472,1.24,1.03,2.4,1.52,1.54535464845,4.0,8,0,1,0,1,0,0
2,152,410599,489,0.16542417297655376,0.04703476482617587,0.0,147,0.9855072463768116,1.24,1.03,2.4,1.52,1.55,4.0,8,0,1,0,1,0,0
3,152,410599,489,0.3306583795868962,0.07566462167689161,0.0,292,0.9806517311608961,1.24,1.03,2.4,1.52,1.55,4.0,8,0,1,0,1,0,0
4,152,410599,489,1.514796675101498,0.278118609406953,1.0,1338,0.9969617176422929,1.24,1.03,2.4,1.52,1.4847307112528725,4.0,8,0,1,0,1,0,0
0,153,40748,395,0.0010061843526062628,0.005063291139240506,0.0,0,0.0,3.44,3.53,2.72,2.34,1.91,3.0625,32,0,1,1,1,1,1
1,153,40748,395,8.055732796701678,0.08607594936708861,0.0,1548,0.974869514788324,3.44,3.53,2.72,2.34,1.8721607318244111,3.0625,32,0,1,1,1,1,1
2,153,40748,395,2.190487876705605,0.04556962025316456,0.0,428,0.9183381088825215,3.44,3.53,2.72,2.34,1.90237145236191,3.0625,32,0,1,1,1,1,1
3,153,40748,395,2.9119956807696084,0.05063291139240506,0.0,574,0.9377389404696886,3.44,3.53,2.72,2.34,1.8985686118286387,3.0625,32,0,1,1,1,1,1
4,153,40748,395,6.25196328654167,0.07341772151898734,0.0,1204,0.972718253968254,3.44,3.53,2.72,2.34,1.8815496835514238,3.0625,32,0,1,1,1,1,1
0,154,413645,411,0.1368443955565763,0.0681265206812652,0.0,277,0.8835555555555555,3.06,1.74,4.75,4.1,2.05,3.4074074074074074,27,0,1,1,1,1,1
1,154,413645,411,0.0019509482769041087,0.029197080291970802,0.0,0,0.0,3.06,1.74,4.75,4.1,2.05,3.4074074074074074,27,0,1,1,1,1,1
2,154,413645,411,0.4711528001063714,0.09245742092457421,1.0,959,0.9593519044911881,3.06,1.74,4.75,4.1,2.05,3.4074074074074074,27,0,1,1,1,1,1
3,154,413645,411,0.6713244448742279,0.1070559610705596,1.0,1380,0.9780112862424596,3.06,1.74,4.75,4.1,2.05,3.4074074074074074,27,0,1,1,1,1,1
4,154,413645,411,0.036758573172648044,0.06082725060827251,0.0,71,0.4919786096256685,3.06,1.74,4.75,4.1,2.05,3.4074074074074074,27,0,1,1,1,1,1
0,155,464815,303,0.12383851639899746,0.19141914191419143,0.0,498,0.9895765472312703,2.12,4.21,4.74,4.88,3.86,3.0,4,1,1,1,1,1,1
1,155,464815,303,0.36604025257360456,0.38943894389438943,0.75,1440,0.9927716286424215,2.12,4.21,4.74,4.88,3.86,3.0,4,1,1,1,1,1,1
2,155,464815,303,0.04193711476608974,0.12211221122112212,0.0,165,0.9620253164556962,2.12,4.21,4.74,4.88,3.86,3.0,4,1,1,1,1,1,1
3,155,464815,303,0.16492367931327517,0.22112211221122113,0.0,644,0.9824032176973353,2.12,4.21,4.74,4.88,3.86,3.0,4,1,1,1,1,1,1
4,155,464815,303,0.15717866247862053,0.2145214521452145,0.0,611,0.9859989229940764,2.12,4.21,4.74,4.88,3.86,3.0,4,1,1,1,1,1,1
